,Position,Track Name,Artist,Streams,URL,Filename,Month,Week Number,Type,Date
114,115,High Fashion (feat. Mustard),Roddy Ricch,1876545,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
115,116,I Hope,Gabby Barrett,1861135,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
116,117,Heartless (feat. Morgan Wallen),Diplo,1860926,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
117,118,BOP,DaBaby,1852086,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
118,119,Don't Start Now,Dua Lipa,1850194,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
119,120,Godzilla (feat. Juice WRLD),Eminem,1842051,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
120,121,Die From A Broken Heart,Maddie & Tae,1836666,https://open.spotify.com/track/3DA4SE262k6rdEtlHteNyq,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
121,122,Stuck with U (with Justin Bieber),Ariana Grande,1835212,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
122,123,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,1831329,https://open.spotify.com/track/2h4cmbyb6S7e8igDZIITJU,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
123,124,Harder Than My Demons,Big Sean,1826592,https://open.spotify.com/track/23XTYrwfHXY8H1PuQYJbDA,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
124,125,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1816644,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
125,126,Falling,Harry Styles,1813376,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
126,127,Beautiful Crazy,Luke Combs,1806786,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
