,Position,Track Name,Artist,URL,Filename,Month,Date,Week Number,Type,Artist ID,Genre 1,Genre 2,Genre 3
315,16,Renee,SALES,https://open.spotify.com/track/5MeUMSRreLHYLhw8ZTyqpk,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,6vVztIuqdDHvYWxOEXCzjN,indie pop,orlando indie,
316,17,Mariposa,Peach Tree Rascals,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,0imE3buPhAowREqCrr4CYe,alternative r&b,chill r&b,indie r&b
317,18,Djadja (feat. Maluma) - Remix,Aya Nakamura,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,7IlRNXHjoOCgEAWN5qYksg,basshall,francoton,
318,19,money machine,100 gecs,https://open.spotify.com/track/61bwFjzXGG1x2aZsANdLyl,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,6PfSUFtkMVoDkx4MQkzOi3,glitchcore,hyperpop,
319,20,Righteous,Juice WRLD,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
320,21,Como Llora,Juanfran,https://open.spotify.com/track/52zq2a71SGs3f1vJuv59ui,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,7zY0DMisq1oYXvNNgGwHBY,dominican pop,pop reggaeton,urbano espanol
321,22,Water,DJ Drewski,https://open.spotify.com/track/4tISZPO2HdivqdTyuq5kDT,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,4JyPPwzuX5NvU88c3rlrOW,,,
322,23,Eyes Blue Like The Atlantic,Sista Prod,https://open.spotify.com/track/2RrZbxdl9nuFMCrO71tXTG,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,7cSbcJTJBBSXDjRNR2qD61,,,
323,24,The Man Who Loves You The Most,Zac Brown Band,https://open.spotify.com/track/58DvikiJcEjow3Skg80yxX,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,6yJCxee7QumYr820xdIsjo,contemporary country,country,country road
324,25,SAD - Imanbek xxx Remix,Rasster,https://open.spotify.com/track/4x5ymi4akay9Fq5Xm1PW3E,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,3LVYHgfHgCTy3QSRt5kKQg,,,
325,26,You'll Be Back,Jonathan Groff,https://open.spotify.com/track/6OG1S805gIrH5nAQbEOPY3,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,4aXXDj9aZnlshx7mzj3W1N,hollywood,show tunes,
326,27,Experience,Victoria Monét,https://open.spotify.com/track/0hRRNHeSZv2x6pHCcXPAct,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,63XBtGSEZINSyXylZxEUbv,alternative r&b,chill r&b,dance pop
327,28,i don’t really like your boyfriend,Avenue Beat,https://open.spotify.com/track/6eqBr4nAQCVIbUbE8IBDP1,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,1htYtUdXVMwR6HCSs821Lc,alt z,,
328,29,La Curiosidad,Jay Wheeler,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,2cPqdH7XMvwaBJEVjheH8g,reggaeton,trap latino,
329,30,Go Crazy,Chris Brown,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
330,31,Satisfied,Renée Elise Goldsberry,https://open.spotify.com/track/3dP0pLbg9OfVwssDjp9aT0,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,4aXXDj9aZnlshx7mzj3W1N,hollywood,show tunes,
331,32,The Bigger Picture,Lil Baby,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
332,33,"ringtone (Remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]",100 gecs,https://open.spotify.com/track/2T93MtJuKMzcGRTR8fdizV,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,6PfSUFtkMVoDkx4MQkzOi3,glitchcore,hyperpop,
333,34,Wait for It,Leslie Odom Jr.,https://open.spotify.com/track/7EqpEBPOohgk7NnKvBGFWo,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,4aXXDj9aZnlshx7mzj3W1N,hollywood,show tunes,
334,35,Do It,Chloe x Halle,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,0AsThoR4KZSVktALiNcQwW,alternative r&b,dance pop,pop
335,36,Magic Bullet,My Morning Jacket,https://open.spotify.com/track/0szMkrbyGhTE1ogVoFPvB2,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,43O3c6wewpzPKwVaGEEtBM,alternative rock,funk,indie folk
336,37,Prospect (ft. Lil Baby),iann dior,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,6ASri4ePR7RlsvIQgWPJpS,melodic rap,pop rap,
337,38,As the World Caves In,Matt Maltese,https://open.spotify.com/track/4JE6agBLHGA5TaF6FlqfBD,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,12j6dJrPXanCBwY599pZxf,indie anthem-folk,indie pop,
338,39,God’s Menu,Stray Kids,https://open.spotify.com/track/0RzT9tBLcQhofW2TNiHP9B,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,2dIgFjalVxs4ThymZ67YCE,k-pop,k-pop boy group,
339,40,Moral of the Story (feat. Niall Horan),Ashe,https://open.spotify.com/track/2NWVdwbd2hPIzC2lyf4y63,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,6P5NO5hzJbuOqSdyPB7SJM,alt z,electropop,indie pop
340,41,Lockdown,Anderson .Paak,https://open.spotify.com/track/5oZps6mYqU5s7A4WjUZggJ,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,3jK9MiCrA42lLAdMGUZpwa,escape room,,
341,42,Судно (Борис Рижий),Molchat Doma,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,1nVq0hKIVReeaiB3xJgKf0,belarusian indie,russian post-punk,sovietwave
342,43,We Paid (feat. 42 Dugg),Lil Baby,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
343,44,Labios Rojos,LDNE,https://open.spotify.com/track/1zF5Jr9yPDKkT1ghsNMale,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,5hkcGbdTv8nC62vVT7RJmZ,corrido,corridos tumbados,nuevo regional mexicano
344,45,Helpless,Phillipa Soo,https://open.spotify.com/track/54Sc7mZQ1RM03STpk4SfaA,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,4aXXDj9aZnlshx7mzj3W1N,hollywood,show tunes,
345,46,stupid horse,100 gecs,https://open.spotify.com/track/23Dapn8107GgxvXDIsPwWm,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,6PfSUFtkMVoDkx4MQkzOi3,glitchcore,hyperpop,
346,47,Pussy Talk,City Girls,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,37hAfseJWi0G3Scife12Il,dance pop,pop,pop rap
347,48,Con Tus Besos,Eslabon Armado,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,0XeEobZplHxzM9QzFQWLiR,corridos tumbados,nuevo regional mexicano,sierreno
348,49,Think About Things,Daði Freyr,https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,3Hb64DQZIhDCgyHKrzBXOL,icelandic pop,,
349,50,Stay Gold,BTS,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,
350,1,DDLG,ppcocaine,https://open.spotify.com/track/42dtq3bqOCzD0L2kITk4Dp,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,2u1aL8XADqj0nJFHMKRjNw,viral rap,,
351,2,NEVER MET!,CMTEN,https://open.spotify.com/track/7nJWotqUUPhVaCAOov6qGp,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,3ReVTyprRfKmKquryr9UeA,glitchcore,hyperpop,
352,3,In This Shirt,The Irrepressibles,https://open.spotify.com/track/60mItLdFl6xkYc1sAjlZlf,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,1v5bOzXbhrQ57qSvRwGA6s,baroque pop,,
353,4,Be Happy,Dixie,https://open.spotify.com/track/0egBBvt6cfROuCHP5nBABx,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,3DKkhRCGOG4e8IUPYFPfWs,social media pop,,
354,5,Then Leave (feat. Queendom Come),BeatKing,https://open.spotify.com/track/2Xoc4gqPbBa3QHKpBLJ5l8,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,5L8p9kDnX2cgoI8VLUL2p4,houston rap,,
355,6,Stunnin' (feat. Harm Franklin),Curtis Waters,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,2JbE7jUIGtpXSzytnyMg6U,,,
356,7,Stuck in the Middle,Tai Verdes,https://open.spotify.com/track/2HQPOVBAOU2EBTy1nBGRiW,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,2kCO8LXN1usaOPL3iEE28I,modern indie pop,,
357,8,Savage Love (Laxed - Siren Beat),Jawsh 685,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,56mfhUDKa1vec6rSLZV5Eg,nz pop,,
358,9,Husavik (My Hometown),Will Ferrell,https://open.spotify.com/track/6ofMKJjMpfDEb48JYEAgjX,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,0LyfQWJT6nXafLPZqxe9Of,,,
359,10,Overwhelmed,Royal & the Serpent,https://open.spotify.com/track/5jjZikDrEd0by1o7V3fO4y,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,64EHXDoln95lnccszdPum0,alt z,indie electropop,modern alternative pop
360,11,Hatchback,Cochise,https://open.spotify.com/track/12hVQgYR254ZziANtiKVWQ,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,46HzS7yz0c9udVwtbHk1sx,meme rap,vapor trap,
361,12,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,kentucky hip hop,pop rap
362,13,Heat Waves,Glass Animals,https://open.spotify.com/track/6CDzDgIUqeDY5g8ujExx2f,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,4yvcSjfu4PC0CYQyLy4wSq,gauze pop,indietronica,shiver pop
363,14,Phantom,Allen Mock,https://open.spotify.com/track/7hX7eKN0PglaprxYdmD6rn,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,1FWowTsaucHkPDgmAGGk4T,japanese edm,,
364,15,Free Joe Exotic,Bfb Da Packman,https://open.spotify.com/track/3uzrG1ZgnMeATFf2KgAV6I,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,3C1bStPNVIPmGIrORT5OlF,flint hip hop,,
365,16,Weird Fishes,Lianne La Havas,https://open.spotify.com/track/29QmoL1eeQrs6MEfKImfBV,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,2RP4pPHTXlQpDnO9LvR7Yt,british soul,indie soul,neo soul
366,17,Hood Baby,KBFR,https://open.spotify.com/track/5au5NgWCdev4WeLRB3YEOR,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,0JFjWic1b9Mvv7WcNYhDvZ,viral rap,,
367,18,Rags2Riches (feat. ATR Son Son),Rod Wave,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,45TgXXqMDdF8BkjA83OM7z,florida rap,,
368,19,Tap In,Saweetie,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,6cK3NBO6uP7hh0oyuVELFl,cali rap,dance pop,pop
369,20,La Trokita,Eslabon Armado,https://open.spotify.com/track/5N1OCw4KTdu1cbcecdSsDM,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,0XeEobZplHxzM9QzFQWLiR,corridos tumbados,nuevo regional mexicano,sierreno
370,21,Hey Lover!,Wabie,https://open.spotify.com/track/7rC3P7tpWriaC4hYWKwGQd,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,3wOQaMNQU0rbzWyGXIudmE,bedroom pop,,
371,22,Truly Madly Deeply,One Direction,https://open.spotify.com/track/5lgqMorcT2crsPWiYlgec1,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,4AK6F7OLvEQ5QYCBNiQWHq,boy band,pop,post-teen pop
372,23,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,7vPGzgDg3qGUY5bWtrO3K4,jawaiian,,
373,24,Con Tus Besos,Eslabon Armado,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,0XeEobZplHxzM9QzFQWLiR,corridos tumbados,nuevo regional mexicano,sierreno
374,25,Girls in the Hood,Megan Thee Stallion,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
375,26,How You Like That,BLACKPINK,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,41MozSoPIsD1dJM0CLPjZF,k-pop,k-pop girl group,
376,27,VICES,Mothica,https://open.spotify.com/track/2cYynEijt5LiNLJkWK1njz,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,1JhiIIXT9DWqEU3BYFZwGA,alt z,electropop,indie electropop
377,28,Save Me,Jelly Roll,https://open.spotify.com/track/5ShenzydHxkHm8w6vdJxMT,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,19k8AgwwTSxeaxkOuCQEJs,country rap,nashville hip hop,tennessee hip hop
378,29,Looking for Me,Paul Woolford,https://open.spotify.com/track/17bGtGqqaXOgVnhnfx5NlE,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,4CA8PTrbq1l5IgyvBA2JSV,deep groove house,house,pop dance
379,30,I See Red,Everybody Loves an Outlaw,https://open.spotify.com/track/5MAK1nd8R6PWnle1Q1WJvh,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,5RCWMaArEntbkeWYVxCiFW,modern blues rock,,
380,31,Irresistible,One Direction,https://open.spotify.com/track/7y2SafCBiLoQVBDVZHaVOK,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,4AK6F7OLvEQ5QYCBNiQWHq,boy band,pop,post-teen pop
381,32,Djadja (feat. Maluma) - Remix,Aya Nakamura,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,7IlRNXHjoOCgEAWN5qYksg,basshall,francoton,
382,33,money machine,100 gecs,https://open.spotify.com/track/61bwFjzXGG1x2aZsANdLyl,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,6PfSUFtkMVoDkx4MQkzOi3,glitchcore,hyperpop,
383,34,Mariposa,Peach Tree Rascals,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,0imE3buPhAowREqCrr4CYe,alternative r&b,chill r&b,indie r&b
384,35,March March,The Chicks,https://open.spotify.com/track/3TCQaTVKBHYMBPVx1sTB8v,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,25IG9fa7cbdmCIy3OnuH57,contemporary country,country,country dawn
385,36,Magic,One Direction,https://open.spotify.com/track/7gY8FAYu5zuOzmPBlOec3L,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,4AK6F7OLvEQ5QYCBNiQWHq,boy band,pop,post-teen pop
386,37,Eyes Blue Like The Atlantic (feat. Subvrbs),Sista Prod,https://open.spotify.com/track/0qUcpOOna3kkrwfqky85e1,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,7cSbcJTJBBSXDjRNR2qD61,,,
387,38,Young,Vacations,https://open.spotify.com/track/0cjclnXBEihsvHLuqJzpJr,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,0U7iI0Dk4Ojvi17nZboNO4,indie garage rock,newcastle nsw indie,
388,39,GO (feat. Juice WRLD),The Kid LAROI,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,,
389,40,Go Crazy,Chris Brown,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
390,41,SAD - Imanbek xxx Remix,Rasster,https://open.spotify.com/track/4x5ymi4akay9Fq5Xm1PW3E,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,3LVYHgfHgCTy3QSRt5kKQg,,,
391,42,Labios Rojos,LDNE,https://open.spotify.com/track/1zF5Jr9yPDKkT1ghsNMale,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,5hkcGbdTv8nC62vVT7RJmZ,corrido,corridos tumbados,nuevo regional mexicano
392,43,La Curiosidad,Jay Wheeler,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,2cPqdH7XMvwaBJEVjheH8g,reggaeton,trap latino,
393,44,Home for the Summer,Sara Kays,https://open.spotify.com/track/6zHP0OCcZYtxumAqmRuIXk,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,7Lk9V7E1u5gqSHmtcKlOqH,alt z,indie cafe pop,modern indie pop
394,45,Thank You Lord (feat.Thomas Rhett & Florida Georgia Line),Chris Tomlin,https://open.spotify.com/track/6zN6wjHO3ALVCIQQhSqqqN,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,6pRi6EIPXz4QJEOEsBaA0m,ccm,christian alternative rock,christian music
395,46,Past Life (with Selena Gomez),Trevor Daniel,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,7uaIm6Pw7xplS8Dy06V6pT,alternative r&b,melodic rap,pop rap
396,47,Судно (Борис Рижий),Molchat Doma,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,1nVq0hKIVReeaiB3xJgKf0,belarusian indie,russian post-punk,sovietwave
397,48,Renee,SALES,https://open.spotify.com/track/5MeUMSRreLHYLhw8ZTyqpk,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,6vVztIuqdDHvYWxOEXCzjN,indie pop,orlando indie,
398,49,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,2LRoIwlKmHjgvigdNGBHNo,colombian pop,latin,pop reggaeton
399,50,Baby,Eslabon Armado,https://open.spotify.com/track/3lbCkWmaQKphoT2ZWdQrQs,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50,0XeEobZplHxzM9QzFQWLiR,corridos tumbados,nuevo regional mexicano,sierreno
