,Unnamed: 0,Unnamed: 0.1,Position,Track Name,Artist,Streams,URL,Filename,Month,Week Number,Type,Date,Artist ID,Genre 1,Genre 2,Genre 3
95,95,95,96,Deep Reverence (feat. Nipsey Hussle),Big Sean,2114583,https://open.spotify.com/track/2CDcXWYWilHTXrsOXJza8n,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0c173mlxpT3dSFRgMO8XPh,detroit hip hop,hip hop,pop rap
96,96,96,97,Rags2Riches (feat. ATR Son Son),Rod Wave,2112530,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,45TgXXqMDdF8BkjA83OM7z,florida rap,unspecified,unspecified
97,97,97,98,Chasin' You,Morgan Wallen,2107139,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
98,98,98,99,Money Trees,Kendrick Lamar,2091799,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,2YZyLoL8N0Wb9xBt1NhZWg,conscious hip hop,hip hop,rap
99,99,99,100,Chicago Freestyle (feat. Giveon),Drake,2063803,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
100,100,100,101,SICKO MODE,Travis Scott,2060648,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,unspecified
101,101,101,102,If the World Was Ending - feat. Julia Michaels,JP Saxe,2021804,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
102,102,102,103,Jocelyn Flores,XXXTENTACION,2007780,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,unspecified
103,103,103,104,Life's A Mess (feat. Halsey),Juice WRLD,1998914,https://open.spotify.com/track/5wWAwzGp2OaaoIkwcz6wZs,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
104,104,104,105,feel something,Bea Miller,1979150,https://open.spotify.com/track/7JDWhC422Gtk1Bq0mL3OTC,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,1o2NpYGqHiCq7FoiYdyd1x,alt z,dance pop,electropop
105,105,105,106,Be Kind (with Halsey),Marshmello,1960534,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,64KEffDW9EtZ1y2vBYgq8T,brostep,edm,pop
106,106,106,107,Head & Heart (feat. MNEK),Joel Corry,1957421,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6DgP9otnZw5z6daOntINxp,dance pop,edm,house
107,107,107,108,Intentions (feat. Quavo),Justin Bieber,1951826,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,1uNFoZAHBGtllmzznpCI3s,canadian pop,pop,post-teen pop
108,108,108,109,Why Would I Stop?,Big Sean,1943607,https://open.spotify.com/track/46hDiH4YvAWXE04GskkIHS,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0c173mlxpT3dSFRgMO8XPh,detroit hip hop,hip hop,pop rap
109,109,109,110,Dance Monkey,Tones And I,1925884,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,2NjfBq1NflQcKSeiDooVjY,australian pop,pop,unspecified
110,110,110,111,No Guidance (feat. Drake),Chris Brown,1922424,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
111,111,111,112,SLOW DANCING IN THE DARK,Joji,1921317,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,3MZsBdqDrRTJihTHQrO6Dq,alternative r&b,viral pop,unspecified
112,112,112,113,Break My Heart,Dua Lipa,1893057,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
113,113,113,114,One Of Them Girls,Lee Brice,1877160,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,5Zq7R5qmi58ByYyBQTlNuk,contemporary country,country,country road
114,114,114,115,High Fashion (feat. Mustard),Roddy Ricch,1876545,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
115,115,115,116,I Hope,Gabby Barrett,1861135,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6Iz3eq2aQGFf7TbGT2iahL,contemporary country,unspecified,unspecified
116,116,116,117,Heartless (feat. Morgan Wallen),Diplo,1860926,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,5fMUXHkw8R8eOP2RNVYEZX,bmore,dance pop,edm
117,117,117,118,BOP,DaBaby,1852086,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,unspecified
118,118,118,119,Don't Start Now,Dua Lipa,1850194,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
119,119,119,120,Godzilla (feat. Juice WRLD),Eminem,1842051,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,7dGJo4pcD2V6oG8kP0tJRR,detroit hip hop,hip hop,rap
120,120,120,121,Die From A Broken Heart,Maddie & Tae,1836666,https://open.spotify.com/track/3DA4SE262k6rdEtlHteNyq,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,34bhyY8jfKez7uKakMfy4y,alt z,contemporary country,country
121,121,121,122,Stuck with U (with Justin Bieber),Ariana Grande,1835212,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
122,122,122,123,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,1831329,https://open.spotify.com/track/2h4cmbyb6S7e8igDZIITJU,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,3hcs9uc56yIGFCSy9leWe7,chicago drill,chicago rap,drill
123,123,123,124,Harder Than My Demons,Big Sean,1826592,https://open.spotify.com/track/23XTYrwfHXY8H1PuQYJbDA,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0c173mlxpT3dSFRgMO8XPh,detroit hip hop,hip hop,pop rap
124,124,124,125,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1816644,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
125,125,125,126,Falling,Harry Styles,1813376,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,unspecified
126,126,126,127,Beautiful Crazy,Luke Combs,1806786,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,718COspgdWOnwOFpJHRZHS,contemporary country,unspecified,unspecified
127,127,127,128,Tongue Tied,Grouplove,1797935,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,3kVUvbeRdcrqQ3oHk5hPdx,indie pop,indie rock,indietronica
128,128,128,129,"Ay, DiOs Mío!",KAROL G,1791737,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,790FomKkXshlbRYZFtlgla,latin,reggaeton,reggaeton colombiano
129,129,129,130,Gifted (feat. Roddy Ricch),Cordae,1788526,https://open.spotify.com/track/0mb3uDw5vfFUcZfJYFOMRu,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0huGjMyP507tBCARyzSkrv,dmv rap,hip hop,meme rap
130,130,130,131,Say So,Doja Cat,1783019,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
131,131,131,132,MIDDLE CHILD,J. Cole,1779501,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6l3HvQ5sa6mXTsMTB19rO5,conscious hip hop,hip hop,north carolina hip hop
132,132,132,133,SAD!,XXXTENTACION,1779249,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,unspecified
133,133,133,134,Pussy Talk,City Girls,1771328,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,37hAfseJWi0G3Scife12Il,dance pop,pop,pop rap
134,134,134,135,July,Noah Cyrus,1768986,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,55fhWPvDiMpLnE4ZzNXZyW,alt z,dance pop,pop
135,135,135,136,Need It,Migos,1765996,https://open.spotify.com/track/6mtjo5kIHKlboGE84lf1FJ,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6oMuImdp5ZcFhWP0ESe6mG,atl hip hop,hip hop,pop rap
136,136,136,137,rockstar (feat. 21 Savage),Post Malone,1753162,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
137,137,137,138,Star Shopping,Lil Peep,1745317,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,2kCcBybjl3SAtIcwdWpUe3,emo rap,lgbtq+ hip hop,unspecified
138,138,138,139,everything i wanted,Billie Eilish,1742424,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,unspecified
139,139,139,140,Blood On My Jeans,Juice WRLD,1730236,https://open.spotify.com/track/0fCwrjKfWxF3xQhZrYUw4T,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
140,140,140,141,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,1718864,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
141,141,141,142,lovely (with Khalid),Billie Eilish,1717080,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,unspecified
142,142,142,143,20 Min,Lil Uzi Vert,1716338,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
143,143,143,144,PTSD,G Herbo,1714056,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,5QdEbQJ3ylBnc3gsIASAT5,chicago drill,chicago rap,drill
144,144,144,145,Narrow Road (feat. Lil Baby),NLE Choppa,1704321,https://open.spotify.com/track/0mCiEhtdRn5YYhefLXcxI7,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0ErzCpIMyLcjPiwT4elrtZ,memphis hip hop,unspecified,unspecified
145,145,145,146,No Role Modelz,J. Cole,1690211,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6l3HvQ5sa6mXTsMTB19rO5,conscious hip hop,hip hop,north carolina hip hop
146,146,146,147,BLIND (feat. Young Thug),DaBaby,1689949,https://open.spotify.com/track/2T5NBwKRySiCR78vVk08vr,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,unspecified
147,147,147,148,3 Musketeers,NextYoungin,1683022,https://open.spotify.com/track/57Oi4yqY27uJzCyqFWIP5q,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,2u1aL8XADqj0nJFHMKRjNw,viral rap,unspecified,unspecified
148,148,148,149,Stay High,Juice WRLD,1682487,https://open.spotify.com/track/21CkzgKCBCq5V4XKjiGSIj,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
149,149,149,150,ily (i love you baby) (feat. Emilee),Surf Mesa,1663069,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,1lmU3giNF3CSbkVSQmLpHQ,tropical house,unspecified,unspecified
150,150,150,151,Take You Dancing,Jason Derulo,1656788,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,07YZf4WDAMNwqr4jfgOZ8y,dance pop,pop,pop rap
151,151,151,152,I Fall Apart,Post Malone,1642967,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
152,152,152,153,The Less I Know The Better,Tame Impala,1638145,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,5INjqkS1o8h1imAzPqGZBb,australian psych,neo-psychedelic,unspecified
153,153,153,154,Wow.,Post Malone,1635755,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
154,154,154,155,Kings & Queens,Ava Max,1634606,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4npEfmQ6YuiwW1GpUmaq3F,dance pop,pop,unspecified
155,155,155,156,Maniac,Conan Gray,1621791,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
156,156,156,157,La Jeepeta - Remix,Nio Garcia,1599059,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,5hdhHgpxyniooUiQVaPxQ0,latin,reggaeton,trap latino
157,157,157,158,Lucky Me,Big Sean,1593316,https://open.spotify.com/track/6wVnQMRXd1z2iPEo24f9db,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0c173mlxpT3dSFRgMO8XPh,detroit hip hop,hip hop,pop rap
158,158,158,159,Armed And Dangerous,Juice WRLD,1592934,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
159,159,159,160,august,Taylor Swift,1592595,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,06HL4z0CvFAxyc27GXpf02,pop,post-teen pop,unspecified
160,160,160,161,What You Know Bout Love,Pop Smoke,1591598,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
161,161,161,162,bad guy,Billie Eilish,1591339,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,unspecified
162,162,162,163,Whole Lotta Choppas,Sada Baby,1589808,https://open.spotify.com/track/6hLZzCS4E7AWo3PRBWy6az,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,2JSwnwAT1BupAQkhqcRCUw,detroit trap,scam rap,trap
163,163,163,164,Pop Out (feat. Lil Tjay),Polo G,1585901,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6AgTAQt8XS6jRWi4sX7w49,chicago rap,unspecified,unspecified
164,164,164,165,Patek,Future,1582683,https://open.spotify.com/track/76MjtLfZoTNc3BDqUVjuRH,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
165,165,165,166,XO Tour Llif3,Lil Uzi Vert,1582060,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
166,166,166,167,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,1576730,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4SbuhLih8eWLmqFzzmM3AK,contemporary country,unspecified,unspecified
167,167,167,168,Sweater Weather,The Neighbourhood,1566229,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,modern rock,pop
168,168,168,169,Fuck Love (feat. Trippie Redd),XXXTENTACION,1562356,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,unspecified
169,169,169,170,Said Sum,Moneybagg Yo,1561390,https://open.spotify.com/track/45npF3MKvCa1sO7s4y7qBf,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,3tJoFztHeIJkJWMrx0td2f,hip hop,rap,southern hip hop
170,170,170,171,Magic In The Hamptons (feat. Lil Yachty),Social House,1559444,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,5UjifI1TYefXWn9GdqDOHl,pop rap,unspecified,unspecified
171,171,171,172,"Body Language (feat. Ty Dolla $ign, and Jhené Aiko)",Big Sean,1556750,https://open.spotify.com/track/6FXsrAH7Zol1jusSeJIoYA,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0c173mlxpT3dSFRgMO8XPh,detroit hip hop,hip hop,pop rap
172,172,172,173,Truth Hurts,Lizzo,1545519,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,56oDRnqbIiwx4mymNEv7dS,dance pop,escape room,minnesota hip hop
173,173,173,174,Kacey Talk,YoungBoy Never Broke Again,1544351,https://open.spotify.com/track/7dmD4eaEb5UCBYcEJkLke9,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,7wlFDEWiM5OoIAt8RSli8b,baton rouge rap,trap,unspecified
174,174,174,175,"10,000 Hours (with Justin Bieber)",Dan + Shay,1542893,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,7z5WFjZAIYejWy0NI5lv4T,contemporary country,country,pop
175,175,175,176,GOOBA,6ix9ine,1541669,https://open.spotify.com/track/6qiiDtFAJjyEhoZVcf6ovL,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,7gZfnEnfiaHzxARJ2LeXrf,emo rap,unspecified,unspecified
176,176,176,177,Excitement,Trippie Redd,1521820,https://open.spotify.com/track/3WnTQDd9A3bpBfzCziElU9,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6Xgp2XMz1fhVYe7i6yNAax,melodic rap,rap,trap
177,177,177,178,Tennessee Whiskey,Chris Stapleton,1518576,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4YLtscXsxbVgi031ovDDdh,contemporary country,outlaw country,unspecified
178,178,178,179,Vroom Vroom,A Boogie Wit da Hoodie,1517547,https://open.spotify.com/track/4adrh1YMaPAhtqalhG8hIH,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,31W5EY0aAly4Qieq6OFu6I,melodic rap,pop rap,rap
179,179,179,180,Myron,Lil Uzi Vert,1514121,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
180,180,180,181,Mr. Brightside,The Killers,1509755,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0C0XlULifJtAgn6ZNCW2eu,dance rock,modern rock,permanent wave
181,181,181,182,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,1508582,https://open.spotify.com/track/5JAYDuLRkODlVt6dgoalKk,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
182,182,182,183,the last great american dynasty,Taylor Swift,1508093,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,06HL4z0CvFAxyc27GXpf02,pop,post-teen pop,unspecified
183,183,183,184,One Margarita,Luke Bryan,1501481,https://open.spotify.com/track/1Y3TlYJNhIa7k4YAvFkJAB,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,0BvkDsjIUla7X0k6CSWh1I,contemporary country,country,country road
184,184,184,185,when the party's over,Billie Eilish,1495258,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,unspecified
185,185,185,186,Man Of The Year,Juice WRLD,1488481,https://open.spotify.com/track/7AvprzMsRJpybaalckaT8c,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
186,186,186,187,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,1487562,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,unspecified
